scenario,split,arm,cost,pending_cost,technician_hours,engineer_hours,equipment_hours,nominal_hours,complete,concern_complete,correctly_complete,unresolved_count,unexplained_count,untested_count,false_absences,false_positives,missed_faults,missed_coexisting_faults,incorrectly_complete,review_pending,attempts,inconclusive_attempts,repeated_attempts,mechanism_evidence_complete,battery_attempted,audit_complete,cases
base,test,ct_first,1169.2569343065693,60.43795620437956,2.9052007299270075,2.876770072992701,6.659908759124088,21.619397810218977,0.8656204379562044,0.8708759124087592,0.8227007299270073,0.16715328467153284,0.05751824817518248,3.6517518248175183,0.024452554744525547,0.036569343065693434,0.12277372262773723,0.00927007299270073,0.04291970802919708,0.13437956204379561,1.9636496350364963,0.26386861313868615,0.11715328467153285,0.025912408759124088,0.013357664233576642,0.008759124087591242,137
base,test,full,1170.9211678832116,60.43795620437956,2.906624087591241,2.883667883211679,6.671003649635036,21.630492700729928,0.8655474452554744,0.8708759124087592,0.8227007299270073,0.16715328467153284,0.05751824817518248,3.646934306569343,0.024598540145985403,0.036569343065693434,0.12058394160583942,0.00927007299270073,0.04284671532846716,0.13445255474452555,1.9666423357664233,0.2643065693430657,0.11744525547445256,0.025912408759124088,0.013357664233576642,0.008759124087591242,137
base,test,inspection,1170.8226277372262,60.43795620437956,2.9065328467153284,2.8832664233576644,6.670346715328467,21.62983576642336,0.8655474452554744,0.8708759124087592,0.8227007299270073,0.16715328467153284,0.05751824817518248,3.647080291970803,0.024598540145985403,0.036569343065693434,0.12058394160583942,0.00927007299270073,0.04284671532846716,0.13445255474452555,1.9664233576642336,0.26416058394160585,0.11737226277372263,0.025912408759124088,0.013357664233576642,0.008759124087591242,137
base,test,manufacturing,1169.2569343065693,60.43795620437956,2.9052007299270075,2.876770072992701,6.659908759124088,21.619397810218977,0.8656204379562044,0.8708759124087592,0.8227007299270073,0.16715328467153284,0.05751824817518248,3.6517518248175183,0.024452554744525547,0.036569343065693434,0.12277372262773723,0.00927007299270073,0.04291970802919708,0.13437956204379561,1.9636496350364963,0.26386861313868615,0.11715328467153285,0.025912408759124088,0.013357664233576642,0.008759124087591242,137
base,test,mock,1169.2569343065693,60.43795620437956,2.9052007299270075,2.876770072992701,6.659908759124088,21.619397810218977,0.8656204379562044,0.8708759124087592,0.8227007299270073,0.16715328467153284,0.05751824817518248,3.6517518248175183,0.024452554744525547,0.036569343065693434,0.12277372262773723,0.00927007299270073,0.04291970802919708,0.13437956204379561,1.9636496350364963,0.26386861313868615,0.11715328467153285,0.025912408759124088,0.013357664233576642,0.008759124087591242,137
base,test,prevalence,1169.2569343065693,60.43795620437956,2.9052007299270075,2.876770072992701,6.659908759124088,21.619397810218977,0.8656204379562044,0.8708759124087592,0.8227007299270073,0.16715328467153284,0.05751824817518248,3.6517518248175183,0.024452554744525547,0.036569343065693434,0.12277372262773723,0.00927007299270073,0.04291970802919708,0.13437956204379561,1.9636496350364963,0.26386861313868615,0.11715328467153285,0.025912408759124088,0.013357664233576642,0.008759124087591242,137
base,train,ct_first,1090.5457886676877,78.2572741194487,2.7334418070444104,2.6447588055130167,6.222461715160796,20.03730091883614,0.8588667687595712,0.8634303215926493,0.8111944869831547,0.19044410413476262,0.05411944869831547,3.59156202143951,0.026998468606431854,0.04116385911179173,0.12343032159264931,0.01111791730474732,0.04767228177641654,0.14113323124042879,2.001592649310873,0.27090352220520675,0.11404287901990812,0.03716692189892803,0.032618683001531396,0.026033690658499236,653
base,train,full,1092.4623277182236,78.28483920367535,2.7352373660030627,2.6525459418070443,6.235225880551302,20.050662327718225,0.8586830015313935,0.8633690658499235,0.8123889739663094,0.19049004594180705,0.05411944869831547,3.5866309341500764,0.027105666156202145,0.04113323124042879,0.12116385911179173,0.009831546707503828,0.046294027565084224,0.14131699846860643,2.005267993874426,0.27162327718223583,0.11457886676875957,0.037151607963246555,0.032618683001531396,0.026033690658499236,653
base,train,inspection,1091.3551301684533,78.28483920367535,2.7341424196018376,2.648104900459418,6.227936447166922,20.04217840735069,0.8587442572741194,0.8633996937212863,0.8111944869831547,0.19049004594180705,0.05411944869831547,3.589509954058193,0.027029096477794792,0.04113323124042879,0.12245022970903523,0.01111791730474732,0.04754977029096478,0.14125574272588054,2.0032771822358346,0.27127105666156204,0.1143032159264931,0.037151607963246555,0.032618683001531396,0.026033690658499236,653
base,train,manufacturing,1090.5695252679939,78.2572741194487,2.733468606431853,2.6448506891271055,6.222622511485452,20.037461715160795,0.8588361408882083,0.8634150076569679,0.8111944869831547,0.19045941807044411,0.05411944869831547,3.591531393568147,0.026998468606431854,0.04114854517611026,0.12341500765696783,0.01111791730474732,0.0476416539050536,0.14116385911179172,2.001653905053599,0.2709341500765697,0.11405819295558958,0.03716692189892803,0.032618683001531396,0.026033690658499236,653
base,train,mock,1090.5457886676877,78.2572741194487,2.7334418070444104,2.6447588055130167,6.222461715160796,20.03730091883614,0.8588667687595712,0.8634303215926493,0.8111944869831547,0.19044410413476262,0.05411944869831547,3.59156202143951,0.026998468606431854,0.04116385911179173,0.12343032159264931,0.01111791730474732,0.04767228177641654,0.14113323124042879,2.001592649310873,0.27090352220520675,0.11404287901990812,0.03716692189892803,0.032618683001531396,0.026033690658499236,653
base,train,prevalence,1090.5457886676877,78.2572741194487,2.7334418070444104,2.6447588055130167,6.222461715160796,20.03730091883614,0.8588667687595712,0.8634303215926493,0.8111944869831547,0.19044410413476262,0.05411944869831547,3.59156202143951,0.026998468606431854,0.04116385911179173,0.12343032159264931,0.01111791730474732,0.04767228177641654,0.14113323124042879,2.001592649310873,0.27090352220520675,0.11404287901990812,0.03716692189892803,0.032618683001531396,0.026033690658499236,653
base,validation,ct_first,1165.2698412698412,73.71428571428571,2.780297619047619,2.979424603174603,6.739583333333333,20.417440476190475,0.8524603174603175,0.8603968253968254,0.8073809523809524,0.19507936507936507,0.052698412698412696,3.5284126984126982,0.026587301587301587,0.038174603174603174,0.12301587301587301,0.009523809523809525,0.04507936507936508,0.14753968253968253,2.1076190476190475,0.2996031746031746,0.14777777777777779,0.05261904761904762,0.04023809523809524,0.031825396825396826,126
base,validation,full,1166.0357142857142,73.71428571428571,2.7809920634920635,2.982559523809524,6.744702380952381,20.422559523809525,0.8523015873015873,0.8603174603174604,0.8076190476190476,0.19515873015873017,0.052698412698412696,3.5265079365079366,0.026825396825396825,0.0380952380952381,0.1223015873015873,0.009285714285714286,0.044682539682539685,0.1476984126984127,2.109126984126984,0.2999206349206349,0.14801587301587302,0.05261904761904762,0.04023809523809524,0.031825396825396826,126
base,validation,inspection,1166.0833333333333,73.71428571428571,2.781031746031746,2.9827579365079364,6.745019841269841,20.422876984126983,0.8523015873015873,0.8603174603174604,0.8073809523809524,0.19515873015873017,0.052698412698412696,3.5263492063492063,0.02666666666666667,0.0380952380952381,0.12206349206349207,0.009523809523809525,0.04492063492063492,0.1476984126984127,2.109206349206349,0.2999206349206349,0.14801587301587302,0.05261904761904762,0.04023809523809524,0.031825396825396826,126
